14 декабря 1927 года, процент освещенности луны 66%, по лунному календарю идет 20, 21 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Лев и Дева
15 декабря 1927 года, процент освещенности луны 56%, по лунному календарю идет 21, 22 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Дева
16 декабря 1927 года, процент освещенности луны 47%, по лунному календарю идет 22, 23 лунный день, Убывающая Луна (Третья фаза), Луна находится в знаке зодиака Дева и Весы
17 декабря 1927 года, процент освещенности луны 37%, по лунному календарю идет 22, 23 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Весы
18 декабря 1927 года, процент освещенности луны 28%, по лунному календарю идет 23, 24 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Весы
19 декабря 1927 года, процент освещенности луны 20%, по лунному календарю идет 24, 25 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Весы и Скорпион
20 декабря 1927 года, процент освещенности луны 13%, по лунному календарю идет 25, 26 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Скорпион
21 декабря 1927 года, процент освещенности луны 7%, по лунному календарю идет 26, 27 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Скорпион и Стрелец
22 декабря 1927 года, процент освещенности луны 3%, по лунному календарю идет 27, 28 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Стрелец
23 декабря 1927 года, процент освещенности луны 1%, по лунному календарю идет 28, 29 лунный день, Убывающая Луна (Четвертая фаза), Луна находится в знаке зодиака Стрелец
24 декабря 1927 года, процент освещенности луны 0%, по лунному календарю идет 29, 1, 2 лунный день, Новолуние в 6:12, Луна находится в знаке зодиака Стрелец и Козерог
25 декабря 1927 года, процент освещенности луны 2%, , по лунному календарю идет 2, 3 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Козерог
26 декабря 1927 года, процент освещенности луны 5%, по лунному календарю идет 3, 4 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Козерог и Водолей
27 декабря 1927 года, процент освещенности луны 11%, по лунному календарю идет 4, 5 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Водолей
28 декабря 1927 года, процент освещенности луны 18%, по лунному календарю идет 5, 6 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Водолей и Рыбы
29 декабря 1927 года, процент освещенности луны 27%, по лунному календарю идет 6, 7 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Рыбы
30 декабря 1927 года, процент освещенности луны 38%, по лунному календарю идет 7, 8 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Рыбы и Овен
31 декабря 1927 года, процент освещенности луны 49%, по лунному календарю идет 8, 9 лунный день, Растущая Луна (Первая фаза), Луна находится в знаке зодиака Овен
